,IndexX,IndexY,ImageX,ImageY,R,oldG,oldB,RX,RY,Well_ID,Hash,G,B
15568,5,3,393,849,4528.552,4842.48,8830.003999999999,393.0,849.0,486.0,7573304841952818133,4665.879919999999,8491.0304
15569,5,3,621,942,8098.9439999999995,7130.520000000001,2347.292,621.0,942.0,722.0,7573304841640585001,7083.574160000001,1848.1555999999998
15570,5,3,493,944,10039.624,11125.72,3032.46,493.0,944.0,277.0,7573304842156701708,11065.0708,2253.6596
15571,5,3,499,978,552.3839999999999,641.7600000000002,666.6039999999999,499.0,978.0,586.0,7573304841761750097,628.4279200000002,621.6807999999999
15572,5,3,213,939,4936.456000000001,4982.44,9691.836,213.0,939.0,39.0,7573304842475925134,4788.603279999999,9343.0652
15573,5,3,768,715,10490.311999999998,5600.560000000001,8485.244,768.0,715.0,516.0,7573304841838643331,5430.855120000001,8093.2048
15575,5,3,708,594,6895.784000000001,14537.32,11407.068,708.0,594.0,495.0,7573304841944662790,14309.17864,10389.4556
15576,5,3,488,960,11577.104000000001,13441.88,3611.2760000000003,488.0,960.0,586.0,7573304841761750097,13369.65448,2670.3444000000004
15577,5,3,825,577,12401.032,6502.719999999999,7718.068,825.0,577.0,488.0,7573304841945827839,6348.3586399999995,7262.8776
15578,5,3,561,870,9168.936,6822.840000000001,2295.0679999999998,561.0,870.0,608.0,7573304841806021959,6776.938640000001,1817.4691999999995
15579,5,3,25,773,5458.207999999999,13872.120000000003,11980.648000000001,25.0,773.0,627.0,7573304841828157890,13632.507040000002,11009.599600000001
15580,5,3,256,636,21544.376,9468.359999999999,7646.668000000001,256.0,636.0,674.0,7573304841733788921,9315.426639999998,6983.8828
15581,5,3,18,278,9929.416000000003,2921.4,7679.647999999999,18.0,278.0,708.0,7573304841614953923,2767.80704,7475.15
15582,5,3,607,112,5780.88,6446.4400000000005,11508.524000000003,607.0,112.0,404.0,7573304842006410387,6216.269520000001,11057.273200000003
15583,5,3,831,113,1232.2240000000002,1240.84,17745.891999999996,831.0,113.0,535.0,7573304841860779262,885.92216,17659.033199999994
15585,5,3,607,35,5240.815999999999,5798.12,10113.095999999998,607.0,35.0,527.0,7573304841832818086,5595.85808,9707.227599999998
15587,5,3,893,376,9075.359999999999,23346.68,2464.048,893.0,376.0,110.0,7573304842390876557,23297.39904,829.7803999999996
15588,5,3,383,868,9458.232,2744.2799999999997,7077.304,383.0,868.0,548.0,7573304841875924899,2602.7339199999997,6885.2044000000005
15589,5,3,689,40,4687.424000000001,5262.400000000001,9337.624,689.0,40.0,317.0,7573304842184662884,5075.64752,8969.256
15590,5,3,249,618,776.888,660.1999999999999,646.272,249.0,618.0,674.0,7573304841733788921,647.27456,600.058
15592,7,1,750,467,19338.48,7191.64,6703.167999999999,750.0,467.0,110.0,-8351035144078043691,7057.57664,6199.753199999998
15593,7,1,24,488,261.912,14580.560000000001,17104.652,24.0,488.0,56.0,-8351035143982509673,14238.466960000002,16084.012799999999
15595,7,1,634,488,21643.159999999996,4312.04,9521.972,634.0,488.0,215.0,-8351035143955713546,4121.60056,9220.1292
15596,7,1,965,489,18007.640000000003,3568.96,7872.223999999999,965.0,489.0,186.0,-8351035143831053303,3411.51552,7622.3967999999995
15599,7,1,966,510,17655.679999999997,3522.1200000000003,7838.767999999998,966.0,510.0,186.0,-8351035143831053303,3365.3446400000003,7592.2195999999985
15600,7,1,54,516,19384.175999999996,3830.32,8450.224,54.0,516.0,75.0,-8351035144109500014,3661.31552,8182.1016
15602,7,1,546,542,17246.264000000003,6690.960000000001,6072.195999999999,546.0,542.0,92.0,-8351035144099014573,6569.516080000001,5603.828799999999
15603,7,1,225,567,1497.2160000000003,1406.0799999999997,21782.372,225.0,567.0,128.0,-8351035143898626145,970.4325599999997,21683.9464
15604,7,1,458,567,16964.584000000003,6468.039999999999,6002.224,458.0,567.0,210.0,-8351035143952218399,6347.9955199999995,5549.4612
15605,7,1,516,567,18755.239999999994,3792.44,8478.648000000001,516.0,567.0,221.0,-8351035143948723252,3622.86704,8213.177200000002
15606,7,1,934,588,253.00799999999998,12960.880000000001,15419.612000000003,934.0,588.0,139.0,-8351035143885810606,12652.487760000002,14512.350400000003
15609,7,1,878,484,15986.655999999999,6086.92,5560.836,878.0,484.0,200.0,-8351035143963868889,5975.70328,5134.7516000000005
15611,7,1,720,618,250.48799999999997,15078.16,17643.416,720.0,618.0,151.0,-8351035143881150410,14725.29168,16587.9448
15612,7,1,460,466,20084.567999999996,4055.0,8774.583999999999,460.0,466.0,112.0,-8351035144066393201,3879.50832,8490.733999999999
15613,7,1,25,340,210.27999999999997,15249.679999999998,17524.959999999995,25.0,340.0,217.0,-8351035143944063056,14899.180799999998,16457.482399999997
15615,7,1,54,364,20697.6,4100.679999999999,8918.336,54.0,364.0,61.0,-8351035143986004820,3922.3132799999994,8631.2884
15617,7,1,908,382,247.464,14155.320000000003,16606.28,908.0,382.0,1.0,-8351035144046587368,13823.194400000004,15615.407599999999
15618,7,1,55,384,20545.056000000008,4051.9999999999995,8978.652000000002,55.0,384.0,61.0,-8351035143986004820,3872.4269599999993,8695.012000000002
15619,7,1,25,410,18828.88,3787.0399999999995,8125.252000000002,25.0,410.0,189.0,-8351035143836878548,3624.5349599999995,7860.159200000002
15620,7,1,820,409,19654.712000000003,3915.879999999999,8560.724,820.0,409.0,118.0,-8351035144068723299,3744.665519999999,8286.6124
15621,7,1,604,414,298.8159999999999,16240.679999999998,18913.655999999995,604.0,414.0,211.0,-8351035143951053350,15862.406879999999,17776.808399999994
15622,7,1,113,415,18343.864,6842.279999999999,6273.543999999998,113.0,415.0,104.0,-8351035144075713593,6716.809119999999,5794.584399999998
15624,7,1,876,431,15865.360000000002,5993.200000000001,5550.024,876.0,431.0,192.0,-8351035143973189281,5882.199520000001,5130.5
15625,7,1,819,432,19700.464000000004,3954.5200000000004,8667.551999999998,819.0,432.0,118.0,-8351035144068723299,3781.1689600000004,8390.735599999998
15626,7,1,966,437,252.952,13513.839999999998,16014.68,966.0,437.0,158.0,-8351035143872995067,13193.546399999997,15068.7112
15627,7,1,488,440,297.3039999999999,16240.76,19107.320000000003,488.0,440.0,67.0,-8351035144118820406,15858.6136,17970.466800000002
15628,7,1,605,442,18159.064000000002,7057.320000000001,6351.471999999999,605.0,442.0,129.0,-8351035143897461096,6930.29056,5857.459599999998
15629,7,1,877,460,242.42399999999995,14493.2,17058.412,877.0,460.0,200.0,-8351035143963868889,14152.03176,16043.888
15632,7,1,227,619,21278.824,5064.000000000001,10355.176000000001,227.0,619.0,199.0,-8351035143974354330,4856.896480000001,10000.696000000002
15633,7,1,818,719,16758.728,6212.760000000001,5738.316,818.0,719.0,79.0,-8351035144114160210,6097.993680000001,5303.422799999999
15634,7,1,748,745,251.88799999999998,14936.36,17632.672000000002,748.0,745.0,164.0,-8351035143866004773,14583.70656,16587.126800000002
15635,7,1,844,746,19566.120000000003,3792.920000000001,8281.448,844.0,746.0,60.0,-8351035143987169869,3627.291040000001,8015.9436000000005
15636,7,1,110,791,16970.688000000002,3307.6800000000003,7493.736,110.0,791.0,241.0,-8351035143916101880,3157.8052800000005,7262.1984
15637,7,1,51,792,259.84,12129.52,14735.191999999997,51.0,792.0,131.0,-8351035143895130998,11834.81616,13886.125599999998
15638,7,1,282,793,348.2079999999999,14612.880000000001,17377.468,282.0,793.0,22.0,-8351035144031441731,14265.33064,16354.5664
15640,7,1,254,796,16645.104,6139.4400000000005,5645.292,254.0,796.0,213.0,-8351035143958043644,6026.53416,5215.5312
15641,7,1,602,796,17404.296000000002,3445.3200000000006,7627.628000000001,602.0,796.0,66.0,-8351035144119985455,3292.7674400000005,7386.4556
15642,7,1,282,870,18440.911999999997,3534.32,7815.852000000001,282.0,870.0,170.0,-8351035143849694087,3378.0029600000003,7568.449600000001
15644,7,1,718,921,17523.631999999998,3329.8,7432.128000000001,718.0,921.0,49.0,-8351035143990665016,3181.15744,7199.042
15645,7,1,631,924,15003.407999999996,5375.759999999999,5087.147999999999,631.0,924.0,153.0,-8351035143869499920,5274.01704,4710.844799999999
15646,7,1,688,948,227.47199999999995,12913.68,15625.856000000005,688.0,948.0,84.0,-8351035144108334965,12601.16288,14721.898400000005
15648,7,1,749,620,246.064,15486.64,18331.032000000003,749.0,620.0,29.0,-8351035144023286388,15120.01936,17246.967200000003
15649,7,1,903,744,17794.784,3473.3199999999993,7722.284,903.0,744.0,9.0,-8351035144037266976,3318.8743199999994,7479.151599999999
15650,7,1,254,846,311.64,13314.400000000003,15898.059999999998,254.0,846.0,225.0,-8351035143934742664,12996.438800000004,14966.051999999998
15652,7,1,720,645,258.272,14745.16,17315.384,720.0,645.0,204.0,-8351035143968529085,14398.85232,16283.222799999998
15653,7,1,516,638,20946.128,4183.92,9396.648000000001,516.0,638.0,85.0,-8351035144107169916,3995.98704,9103.7736
15655,7,1,690,640,282.072,15211.199999999999,18088.816000000003,690.0,640.0,194.0,-8351035143970859183,14849.423679999998,17024.032000000003
15656,7,1,255,642,20705.608,4168.919999999999,9662.868000000002,255.0,642.0,116.0,-8351035144071053397,3975.662639999999,9371.043600000003
15657,7,1,905,641,19333.103999999996,3688.0400000000004,8341.491999999998,905.0,641.0,45.0,-8351035144004645604,3521.2101600000005,8083.329199999998
15658,7,1,546,644,299.31999999999994,15166.799999999997,17852.38,546.0,644.0,195.0,-8351035143969694134,14809.752399999998,16790.704
15659,7,1,486,645,16559.872000000003,6326.799999999998,5848.204000000001,486.0,645.0,190.0,-8351035143835713499,6209.835919999999,5405.328
15660,7,1,196,642,358.792,15598.280000000002,18374.892000000003,196.0,642.0,102.0,-8351035144087364083,15230.782160000002,17283.012400000003
15661,7,1,546,665,18812.751999999997,3765.84,8245.0,546.0,665.0,195.0,-8351035143969694134,3600.94,7981.3912
15662,7,1,255,666,18712.007999999994,4317.000000000001,9231.748,255.0,666.0,116.0,-8351035144071053397,4132.365040000001,8929.557999999999
15666,7,1,690,673,17009.664,6380.08,5947.756,690.0,673.0,148.0,-8351035143884645557,6261.12488,5501.1504
15667,7,1,486,665,347.87199999999996,15664.720000000001,18653.419999999995,486.0,665.0,190.0,-8351035143835713499,15291.651600000001,17556.889599999995
15669,7,1,904,510,1341.984,1303.88,21340.983999999997,904.0,510.0,31.0,-8351035144020956290,877.0603200000002,21249.712399999997
15671,7,1,198,540,10394.104,3044.8,8103.084000000001,198.0,540.0,163.0,-8351035143857849430,2882.7383200000004,7889.948
15672,7,1,907,539,4983.103999999999,5427.84,10177.831999999999,907.0,539.0,107.0,-8351035144072218446,5224.28336,9797.883199999998
15673,7,1,51,537,1309.6159999999998,1272.0,19592.364,51.0,537.0,75.0,-8351035144109500014,880.15272,19503.324
15675,7,1,721,516,10107.104,3016.52,8108.999999999998,721.0,516.0,121.0,-8351035144055907760,2854.34,7897.843599999998
15676,7,1,227,514,5610.583999999999,6182.319999999999,11292.624000000002,227.0,514.0,101.0,-8351035144088529132,5956.467519999998,10859.861600000002
15677,7,1,110,564,5278.055999999999,5702.4400000000005,10535.171999999999,110.0,564.0,214.0,-8351035143956878595,5491.73656,10136.001199999999
15678,7,1,83,542,1344.7839999999997,1314.6800000000003,20229.727999999996,83.0,542.0,137.0,-8351035143888140704,910.0854400000003,20137.700399999994
15679,7,1,489,594,5719.28,6398.36,12151.667999999998,489.0,594.0,127.0,-8351035144058237858,6155.326639999999,11703.782799999997
15680,7,1,816,564,1346.4080000000001,1306.0800000000004,20600.736,816.0,564.0,34.0,-8351035144008140751,894.0652800000004,20509.310400000002
15681,7,1,874,585,4825.24,5261.24,9630.500000000002,874.0,585.0,236.0,-8351035143931247517,5068.63,9262.213200000002
15682,7,1,516,588,1358.28,1317.72,20260.803999999996,516.0,588.0,221.0,-8351035143948723252,912.5039200000001,20168.563599999998
15684,7,1,82,590,4863.656,5327.84,9988.452000000001,82.0,590.0,8.0,-8351035144038432025,5128.07096,9615.503200000001
15686,7,1,719,598,1322.552,1320.6799999999998,20644.12,719.0,598.0,151.0,-8351035143881150410,907.7975999999999,20551.6724
15688,7,1,750,490,1365.336,1254.32,19667.232,750.0,490.0,110.0,-8351035144078043691,860.9753599999999,19579.4296
15689,7,1,80,491,5026.448,5741.0,10425.080000000002,80.0,491.0,88.0,-8351035144094354377,5532.4984,10023.210000000001
15691,7,1,458,490,1414.84,1346.08,20910.476000000002,458.0,490.0,112.0,-8351035144066393201,927.8704799999998,20816.2504
15692,7,1,935,409,1211.9519999999998,1127.08,18034.823999999997,935.0,409.0,156.0,-8351035143875325165,766.38352,17955.928399999997
15693,7,1,906,613,1237.9919999999995,1176.1200000000001,18844.160000000003,906.0,613.0,207.0,-8351035143965033938,799.2368,18761.831600000005
15694,7,1,717,88,27549.311999999998,5268.0,12016.144,717.0,88.0,197.0,-8351035143976684428,5027.67712,11647.384
15695,7,1,847,280,5145.168,5678.4000000000015,10389.312,847.0,280.0,52.0,-8351035143996490261,5470.613760000001,9991.824
15700,7,1,26,388,9919.784,2892.04,7669.719999999998,26.0,388.0,189.0,-8351035143836878548,2738.6456,7467.277199999999
15701,7,1,722,390,12257.952000000001,3584.1199999999994,9882.168,722.0,390.0,69.0,-8351035144125810700,3386.4766399999994,9631.2796
15702,7,1,82,411,10447.527999999998,3148.0800000000004,8201.276,82.0,411.0,208.0,-8351035143954548497,2984.0544800000002,7980.9104
15703,7,1,110,488,11787.607999999998,3477.4400000000005,9342.52,110.0,488.0,111.0,-8351035144076878642,3290.5896000000007,9099.0992
15704,7,1,877,411,5236.784,5852.72,10780.108,877.0,411.0,192.0,-8351035143973189281,5637.11784,10370.4176
15705,7,1,721,414,10371.368,3101.520000000001,8320.684000000001,721.0,414.0,69.0,-8351035144125810700,2935.106320000001,8103.577600000001
15706,7,1,936,433,4819.863999999999,5400.280000000001,9911.408000000001,936.0,433.0,156.0,-8351035143875325165,5202.051840000001,9533.388400000002
15707,7,1,719,443,1378.6639999999998,1288.4,21241.228,719.0,443.0,109.0,-8351035144079208740,863.5754400000001,21151.04
15708,7,1,967,457,16425.471999999998,3311.2,7227.923999999999,967.0,457.0,158.0,-8351035143872995067,3166.6415199999997,6996.139999999999
15709,7,1,488,461,1396.5279999999998,1356.6399999999999,20978.204,488.0,461.0,67.0,-8351035144118820406,937.0759199999998,20883.2392
15710,7,1,604,462,10528.336000000001,3149.6800000000003,8407.316,604.0,462.0,129.0,-8351035143897461096,2981.5336800000005,8186.838400000001
15711,7,1,112,466,5601.456,6099.08,11171.176000000001,112.0,466.0,111.0,-8351035144076878642,5875.65648,10744.2404
15712,7,1,720,466,1376.816,1315.8,21090.675999999996,720.0,466.0,109.0,-8351035144079208740,893.98648,20998.569999999996
15714,7,1,749,721,10707.872000000001,3042.48,8376.240000000002,749.0,721.0,246.0,-8351035143919597027,2874.9552,8163.266400000001
15715,7,1,80,614,9347.24,3125.4400000000005,7652.108,80.0,614.0,8.0,-8351035144038432025,2972.3978400000005,7433.3272
15717,7,1,226,791,1748.3199999999997,1837.48,18957.040000000005,226.0,791.0,222.0,-8351035143947558203,1458.3392,18828.416400000006
15718,7,1,935,794,13921.655999999994,2786.9600000000005,6110.412000000001,935.0,794.0,218.0,-8351035143942898007,2664.7517600000006,5915.324800000001
15719,7,1,906,798,13484.688,4730.840000000001,4471.544,906.0,798.0,99.0,-8351035144081538838,4641.409120000001,4140.3852
15720,7,1,574,821,1414.8959999999997,1418.5200000000002,21950.332000000002,574.0,821.0,247.0,-8351035143918431978,979.5133600000001,21851.035600000003
15722,7,1,572,844,9179.911999999998,3179.0400000000004,6961.975999999999,572.0,844.0,247.0,-8351035143918431978,3039.8004800000003,6739.443199999999
15723,7,1,844,850,14804.664000000002,5331.04,4948.224,844.0,850.0,30.0,-8351035144022121339,5232.07552,4575.0512
15725,7,1,167,870,17915.352,3425.48,7841.351999999999,167.0,870.0,234.0,-8351035143924257223,3268.65296,7601.568399999999
15726,7,1,846,871,248.808,12659.480000000003,15396.084,846.0,871.0,30.0,-8351035144022121339,12351.558320000004,14509.9204
15727,7,1,815,893,16753.408,3138.24,7088.524000000001,815.0,893.0,245.0,-8351035143920762076,2996.4695199999996,6868.847200000001
15732,7,1,166,920,1112.608,1117.3200000000002,17184.144,166.0,920.0,105.0,-8351035144074548544,773.6371200000001,17105.9316
15733,7,1,688,924,1191.232,1139.0000000000002,17927.043999999998,688.0,924.0,84.0,-8351035144108334965,780.4591200000002,17847.314
15735,7,1,935,770,15400.279999999997,5588.639999999999,5220.700000000002,935.0,770.0,218.0,-8351035143942898007,5484.226,4829.495200000001
15736,7,1,195,969,12259.856,4463.639999999999,4128.687999999999,195.0,969.0,242.0,-8351035143914936831,4381.066239999999,3816.233199999999
15737,7,1,844,769,236.03999999999996,14485.560000000001,17254.183999999997,844.0,769.0,60.0,-8351035143987169869,14140.476320000002,16240.194799999997
15738,7,1,137,692,1356.264,1288.0,19922.3,137.0,692.0,28.0,-8351035144024451437,889.5540000000001,19832.14
15739,7,1,517,618,5011.44,5551.4,10299.551999999998,517.0,618.0,85.0,-8351035144107169916,5345.40896,9910.953999999998
15740,7,1,692,622,5703.487999999999,6396.84,12027.704,692.0,622.0,194.0,-8351035143970859183,6156.28592,11579.9252
15741,7,1,51,640,1281.952,1247.24,19534.496,51.0,640.0,53.0,-8351035143995325212,856.55008,19447.1892
15742,7,1,196,664,5510.735999999999,5869.44,10948.204000000002,196.0,664.0,102.0,-8351035144087364083,5650.47592,10537.343200000001
15748,7,1,195,715,10248.560000000001,2950.2399999999993,8014.547999999999,195.0,715.0,25.0,-8351035144018626192,2789.9490399999995,7808.0311999999985
15749,7,1,691,692,5128.2,5591.5199999999995,10372.244,691.0,692.0,148.0,-8351035143884645557,5384.0751199999995,9980.8376
15750,7,1,167,742,5069.567999999999,5408.72,10144.988,167.0,742.0,132.0,-8351035143903286341,5205.82024,9766.3776
15751,7,1,717,720,1410.8080000000002,1380.3999999999999,22208.731999999996,717.0,720.0,122.0,-8351035144054742711,936.2253599999999,22112.103999999996
15753,7,1,717,697,1407.8400000000001,1354.8400000000001,21733.82,717.0,697.0,122.0,-8351035144054742711,920.1636000000001,21638.9812
15755,7,1,903,767,14311.640000000001,5325.08,5152.155999999998,903.0,767.0,9.0,-8351035144037266976,5222.03688,4779.400399999998
15756,7,1,255,613,10800.551999999996,7487.040000000001,7629.124,255.0,613.0,149.0,-8351035143883480508,7334.457520000001,7105.031199999999
15757,7,1,343,487,351.736,16872.36,20113.788,343.0,487.0,232.0,-8351035143926587321,16470.08424,18932.7228
15759,7,1,660,768,7847.167999999998,6986.839999999999,12147.996000000001,660.0,768.0,97.0,-8351035144083868936,6743.880079999999,11658.917200000002
15760,7,1,817,637,6875.455999999999,7359.64,14153.112,817.0,637.0,205.0,-8351035143967364036,7076.57776,13637.937199999998
15762,7,1,935,564,14187.935999999996,5430.400000000001,5072.188,935.0,564.0,139.0,-8351035143885810606,5328.95624,4692.06
15763,7,1,967,406,16855.16,3382.1600000000003,7462.659999999999,967.0,406.0,91.0,-8351035144090859230,3232.9068,7225.908799999999
15764,7,1,256,540,16810.752,6417.760000000002,5891.656,256.0,540.0,206.0,-8351035143966198987,6299.926880000002,5442.4128
15767,7,1,906,819,17361.736000000004,3318.9599999999996,7494.756000000001,906.0,819.0,99.0,-8351035144081538838,3169.0648799999994,7262.4288000000015
15768,7,1,717,769,4439.848000000001,3234.6800000000007,15978.844000000001,717.0,769.0,220.0,-8351035143949888301,2915.1031200000007,15752.4164
15769,7,1,936,638,15769.152000000002,5762.28,5487.124,936.0,638.0,103.0,-8351035144086199034,5652.53752,5083.7644
15770,7,1,907,562,15959.439999999999,5938.56,5556.688000000001,907.0,562.0,107.0,-8351035144072218446,5827.426240000001,5140.988800000001
15771,7,1,818,587,10196.367999999997,3040.0399999999995,7991.700000000001,818.0,587.0,34.0,-8351035144008140751,2880.2059999999997,7778.8972
15772,7,1,226,589,10831.128000000002,3114.7599999999998,8499.932,226.0,589.0,128.0,-8351035143898626145,2944.7613599999995,8281.8988
15773,7,1,23,590,4795.951999999999,5279.56,9833.751999999999,23.0,590.0,212.0,-8351035143959208693,5082.88496,9464.182799999999
15774,7,1,818,328,10127.039999999997,2948.84,7907.448,818.0,328.0,243.0,-8351035143913771782,2790.69104,7701.0292
15775,7,1,168,690,5105.6320000000005,5489.68,10144.036,168.0,690.0,138.0,-8351035143886975655,5286.79928,9759.7584
15776,7,1,196,692,10136.504,2965.84,7927.371999999999,196.0,692.0,25.0,-8351035144018626192,2807.2925600000003,7719.763199999999
15777,7,1,816,738,5106.304000000001,5565.039999999999,10213.328,816.0,738.0,79.0,-8351035144114160210,5360.773439999999,9823.7752
15778,7,1,874,742,15253.728,5630.959999999999,5223.351999999999,874.0,742.0,173.0,-8351035143855519332,5526.49296,4829.184799999999
15779,7,1,22,816,15340.023999999996,3005.3599999999997,6882.212,22.0,816.0,72.0,-8351035144112995161,2867.7157599999996,6671.8368
15780,7,1,814,845,17525.816000000006,3393.3599999999997,7664.415999999999,814.0,845.0,143.0,-8351035143890470802,3240.0716799999996,7426.880799999999
15781,7,1,343,517,17537.183999999997,6611.560000000001,6170.796000000001,343.0,517.0,68.0,-8351035144126975749,6488.144080000001,5707.986800000001
15782,7,1,53,616,278.59999999999997,13669.240000000002,16370.727999999997,53.0,616.0,53.0,-8351035143995325212,13341.825440000002,15413.881199999996
15783,7,1,631,642,17074.68,6448.719999999999,5907.772,631.0,642.0,202.0,-8351035143961538791,6330.564559999999,5456.3616
15784,7,1,23,664,13893.152,5015.599999999999,4689.960000000001,23.0,664.0,203.0,-8351035143960373742,4921.800799999999,4338.868000000001
15785,7,1,80,691,16587.76,3334.6400000000003,7400.78,80.0,691.0,144.0,-8351035143879985361,3186.6244,7167.3552
15786,7,1,283,772,1405.7680000000003,1348.84,20905.172000000002,283.0,772.0,22.0,-8351035144031441731,930.7365599999998,20810.753200000003
15787,7,1,167,792,436.91200000000003,11347.519999999997,13715.735999999999,167.0,792.0,44.0,-8351035144005810653,11073.205279999996,12921.409599999999
15790,7,1,518,338,1559.5440000000003,1535.0,24037.524,518.0,338.0,113.0,-8351035144065228152,1054.2495199999998,23930.074
15793,7,1,878,564,4903.696000000001,5386.199999999999,9894.68,878.0,564.0,236.0,-8351035143931247517,5188.306399999999,9517.646
15794,7,1,717,668,10107.831999999999,2956.4,8014.072,717.0,668.0,204.0,-8351035143968529085,2796.11856,7807.124
15796,7,1,195,794,1292.704,1216.12,18460.096,195.0,794.0,70.0,-8351035144124645651,846.9180799999999,18374.9676
15799,7,1,193,947,257.20799999999997,10978.48,13805.359999999997,193.0,947.0,242.0,-8351035143914936831,10702.3728,13036.866399999997
15800,7,1,166,893,14100.295999999998,4975.56,4853.3640000000005,166.0,893.0,234.0,-8351035143924257223,4878.49272,4505.0748
15802,7,1,50,942,3440.8639999999996,13312.519999999999,7007.876,50.0,942.0,33.0,-8351035144009305800,13172.362479999998,6075.9996
15803,7,1,253,816,7025.48,6192.72,2032.0439999999999,253.0,816.0,213.0,-8351035143958043644,6152.07912,1598.5535999999997
15804,7,1,255,592,4670.847999999998,4733.4400000000005,2047.4799999999998,255.0,592.0,149.0,-8351035143883480508,4692.490400000001,1716.1391999999996
15805,7,1,661,496,23125.36799999999,4702.36,10519.804000000002,661.0,496.0,140.0,-8351035143893965949,4491.963919999999,10190.638800000002
15806,7,1,139,712,1409.52,1358.76,20506.623999999996,139.0,712.0,28.0,-8351035144024451437,948.62752,20411.510799999996
15807,7,1,489,364,6020.055999999999,6640.04,12183.152000000002,489.0,364.0,160.0,-8351035143861344577,6396.37696,11718.349200000002
15808,7,1,908,487,9192.287999999999,2701.0400000000004,7354.063999999999,908.0,487.0,31.0,-8351035144020956290,2553.9587200000005,7164.9911999999995
15810,7,1,934,616,9720.76,2749.76,7673.188000000001,934.0,616.0,103.0,-8351035144086199034,2596.29624,7480.704800000001
15811,7,1,601,644,9739.296000000002,2898.3199999999997,7838.632,601.0,644.0,7.0,-8351035144048917466,2741.5473599999996,7635.749599999999
15813,7,1,22,713,1153.4879999999998,1088.84,16520.599999999995,22.0,713.0,73.0,-8351035144111830112,758.428,16444.381199999996
15814,7,1,342,820,21891.128,4296.679999999999,9607.516,342.0,820.0,172.0,-8351035143856684381,4104.52968,9306.7484
15815,7,1,255,866,4693.2480000000005,4974.920000000001,9382.571999999998,255.0,866.0,225.0,-8351035143934742664,4787.268560000001,9034.327599999999
15816,7,1,485,923,5748.288,6015.04,11402.511999999997,485.0,923.0,37.0,-8351035144013965996,5786.98976,10981.459199999998
15819,7,1,343,465,10784.032,3301.3600000000006,8684.824,343.0,465.0,232.0,-8351035143926587321,3127.6635200000005,8453.7288
15820,7,1,252,969,10211.432000000003,10005.239999999998,3274.472,252.0,969.0,228.0,-8351035143940567909,9939.750559999999,2574.1052000000004
15821,7,1,196,869,4457.7119999999995,4735.5599999999995,8862.372,196.0,869.0,235.0,-8351035143923092174,4558.312559999999,8530.8828
15822,7,1,845,798,4866.96,5133.200000000002,9434.116000000002,845.0,798.0,216.0,-8351035143945228105,4944.517680000002,9074.792000000001
15824,7,1,53,565,8855.112,2720.0799999999995,7291.7080000000005,53.0,565.0,227.0,-8351035143932412566,2574.2458399999996,7101.3024000000005
15825,7,1,25,511,9409.735999999999,2755.28,7328.836,25.0,511.0,56.0,-8351035143982509673,2608.70328,7135.9664
15828,7,1,819,307,6069.952000000001,15073.679999999997,11242.848,819.0,307.0,243.0,-8351035143913771782,14848.823039999997,10187.6904
15829,7,1,110,587,6580.168,13433.400000000003,10888.635999999999,110.0,587.0,214.0,-8351035143956878595,13215.627280000002,9948.297999999999
15830,7,1,633,468,5472.879999999999,15196.400000000001,1637.7799999999997,633.0,468.0,215.0,-8351035143955713546,15163.644400000001,574.0319999999995
15831,7,1,254,743,18164.215999999997,6704.360000000001,6199.899999999999,254.0,743.0,177.0,-8351035143841538744,6580.362000000001,5730.594799999999
15832,7,1,168,640,18345.711999999996,6862.800000000001,6317.948,168.0,640.0,81.0,-8351035144102509720,6736.4410400000015,5837.552000000001
15833,7,1,603,567,17366.384,6593.52,6134.416,603.0,567.0,165.0,-8351035143864839724,6470.83168,5672.8696
15835,7,1,255,564,20371.736,4063.960000000001,9068.071999999998,255.0,564.0,206.0,-8351035143966198987,3882.598560000001,8783.594799999999
15836,7,1,601,819,13261.36,9457.28,3980.5159999999996,601.0,819.0,66.0,-8351035144119985455,9377.66968,3318.5063999999993
15837,7,1,661,515,11526.480000000001,9480.000000000002,4150.516,661.0,515.0,140.0,-8351035143893965949,9396.989680000002,3486.9159999999993
15839,7,1,489,340,16875.487999999998,22669.039999999997,6271.027999999999,489.0,340.0,160.0,-8351035143861344577,22543.61944,4684.195199999999
15840,7,1,228,334,13375.823999999997,7410.839999999998,9811.583999999997,228.0,334.0,176.0,-8351035143842703793,7214.6083199999985,9292.825199999997
15841,7,1,964,767,5827.8640000000005,10397.16,7928.596000000001,964.0,767.0,135.0,-8351035143899791194,10238.58808,7200.7948000000015
15843,7,1,720,543,5232.359999999999,5801.84,10820.636,720.0,543.0,230.0,-8351035143938237811,5585.42728,10414.5072
15845,7,1,312,744,20565.047999999995,4021.8,8869.376,312.0,744.0,142.0,-8351035143891635851,3844.41248,8587.85
15846,7,1,138,665,15845.424,6012.0,5527.583999999999,138.0,665.0,130.0,-8351035143896296047,5901.44832,5106.743999999999
15848,7,1,168,516,16580.872,6280.960000000001,5677.727999999999,168.0,516.0,83.0,-8351035144100179622,6167.405440000001,5238.060799999999
15849,7,1,748,590,17148.487999999998,8833.44,6458.572,748.0,590.0,63.0,-8351035143983674722,8704.26856,5840.2312
15852,7,1,167,719,5406.128000000001,20802.280000000002,9894.611999999997,167.0,719.0,132.0,-8351035143903286341,20604.38776,8438.452399999996
