,IndexX,IndexY,ImageX,ImageY,R,oldG,oldB,RX,RY,Well_ID,Hash,G,B
1107,8,2,218,535,1436.6800000000007,1374.3600000000001,21850.304,218.0,535.0,74.0,-8822299023043364993,937.3539200000001,21754.0988
1108,8,2,13,536,224.05599999999998,14029.800000000001,16543.447999999997,13.0,536.0,198.0,-8822299023187831069,13698.931040000001,15561.361999999997
1110,8,2,278,537,18272.464,6903.6,6340.660000000001,278.0,537.0,259.0,-8822299023256568960,6776.786800000001,5857.408
1111,8,2,394,536,19600.84,7326.639999999999,6838.283999999998,394.0,536.0,212.0,-8822299023166860187,7189.87432,6325.4191999999975
1112,8,2,71,537,1322.216,1286.1599999999999,20315.068000000003,71.0,537.0,337.0,-8822299023310161214,879.8586399999998,20225.0368
1113,8,2,427,539,18685.632,7070.68,6513.040000000003,427.0,539.0,189.0,-8822299023137733962,6940.4192,6018.092400000002
1114,8,2,189,613,258.27199999999993,15876.24,18692.724000000002,189.0,613.0,343.0,-8822299023317151508,15502.38552,17581.3872
1115,8,2,71,560,16992.584,6418.720000000001,5979.988,71.0,560.0,337.0,-8822299023310161214,6299.120240000001,5530.6776
1116,8,2,426,613,21695.632,4252.76,9606.972,426.0,613.0,341.0,-8822299023314821410,4060.6205600000003,9309.2788
1117,8,2,923,684,15607.087999999996,5918.48,5369.552,923.0,684.0,155.0,-8822299023098122296,5811.088959999999,4955.2584
1118,8,2,953,659,189.05600000000004,12996.479999999998,15477.003999999999,953.0,659.0,80.0,-8822299023013073719,12686.939919999997,14567.250399999999
1119,8,2,426,665,17851.791999999994,6667.999999999999,6188.68,426.0,665.0,61.0,-8822299022988607690,6544.226399999999,5721.92
1120,8,2,600,665,20358.128,4020.68,8998.848,600.0,665.0,217.0,-8822299023170355334,3840.70304,8717.4004
1121,8,2,366,667,270.536,16160.919999999996,19176.543999999998,366.0,667.0,134.0,-8822299023113267933,15777.389119999996,18045.279599999998
1122,8,2,278,669,1401.9040000000002,1346.92,21734.908,278.0,669.0,334.0,-8822299023346277733,912.2218400000002,21640.6236
1123,8,2,218,670,22420.719999999998,4283.32,9669.124000000002,218.0,670.0,159.0,-8822299023102782492,4089.9375199999995,9369.291600000002
1125,8,2,337,691,18752.44,7019.48,6552.548000000002,337.0,691.0,268.0,-8822299023269384499,6888.429039999999,6061.184400000002
1126,8,2,602,643,239.68,15780.96,18753.244,602.0,643.0,217.0,-8822299023170355334,15405.89512,17648.5768
1127,8,2,10,693,16307.367999999999,3194.4399999999996,7081.996,10.0,693.0,192.0,-8822299023180840775,3052.8000799999995,6858.3852
1128,8,2,129,694,276.64,14653.199999999997,17405.347999999998,129.0,694.0,5.0,-8822299022960646514,14305.093039999998,16379.623999999998
1129,8,2,453,693,5419.959999999998,5878.88,10964.116,453.0,693.0,306.0,-8822299023276374793,5659.59768,10552.5944
1130,8,2,803,708,195.44,14793.44,17346.528,803.0,708.0,169.0,-8822299023151714550,14446.50944,16310.987199999998
1132,8,2,101,614,262.752,15107.919999999998,17954.311999999998,101.0,614.0,70.0,-8822299023038704797,14748.833759999998,16896.757599999997
1133,8,2,128,713,16365.720000000001,6002.520000000001,5616.732000000001,128.0,713.0,5.0,-8822299022960646514,5890.185360000001,5196.555600000001
1134,8,2,248,714,21110.711999999996,4122.639999999999,9197.068000000001,248.0,714.0,219.0,-8822299023172685432,3938.6986399999996,8908.4832
1135,8,2,863,653,201.20799999999994,15709.640000000001,18508.239999999998,863.0,653.0,258.0,-8822299023257734009,15339.4752,17408.565199999997
1136,8,2,954,679,187.59999999999997,13264.16,15673.184000000001,954.0,679.0,80.0,-8822299023013073719,12950.69632,14744.6928
1137,8,2,364,644,21719.935999999998,4287.160000000001,9777.243999999999,364.0,644.0,134.0,-8822299023113267933,4091.615120000001,9477.142799999998
1138,8,2,514,638,21114.744000000006,4255.28,9442.48,514.0,638.0,13.0,-8822299022969966906,4066.4303999999997,9144.6104
1139,8,2,365,614,20630.176000000003,3955.5199999999995,8870.056,365.0,614.0,102.0,-8822299023075986365,3778.1188799999995,8593.169600000001
1140,8,2,12,643,243.15199999999993,12430.96,15052.548,12.0,643.0,289.0,-8822299023291520430,12129.909039999999,14182.3808
1143,8,2,486,615,282.688,15270.36,18323.144,486.0,615.0,108.0,-8822299023082976659,14903.897120000001,17254.2188
1144,8,2,515,618,18049.92,3586.8400000000006,7996.596000000001,515.0,618.0,13.0,-8822299022969966906,3426.9080800000006,7745.517200000001
1145,8,2,895,628,18514.271999999994,4449.32,7758.255999999999,895.0,628.0,59.0,-8822299022986277592,4294.15488,7446.803599999999
1146,8,2,863,632,209.272,14577.400000000001,16933.835999999996,863.0,632.0,258.0,-8822299023257734009,14238.723280000002,15913.417999999996
1147,8,2,774,628,219.744,15834.920000000002,18546.048000000003,774.0,628.0,296.0,-8822299023302005871,15463.999040000002,17437.603600000002
1148,8,2,72,642,16079.391999999998,5932.360000000001,5593.476000000001,72.0,642.0,147.0,-8822299023088801904,5820.49048,5178.210800000001
1150,8,2,305,642,5517.959999999999,5990.599999999999,11241.624000000002,305.0,642.0,132.0,-8822299023110937835,5765.767519999999,10822.282000000001
1151,8,2,574,640,21263.199999999997,4204.92,9418.68,574.0,640.0,224.0,-8822299023218122343,4016.5464,9124.3356
1152,8,2,396,640,21576.408,4265.88,9536.388,396.0,640.0,52.0,-8822299022980452347,4075.15224,9237.7764
1156,8,2,216,588,10612.391999999998,3063.1600000000003,8324.696,216.0,588.0,157.0,-8822299023100452394,2896.6660800000004,8110.2748
1157,8,2,804,601,1338.512,1358.1200000000003,22173.644000000004,804.0,601.0,60.0,-8822299022989772739,914.6471200000003,22078.575600000004
1158,8,2,306,561,10704.176000000001,3155.32,8496.328000000001,306.0,561.0,264.0,-8822299023264724303,2985.3934400000003,8275.455600000001
1159,8,2,926,580,1204.28,1202.28,19159.884,926.0,580.0,26.0,-8822299022950161073,819.08232,19075.7244
1160,8,2,806,580,5580.2880000000005,6208.520000000002,11354.503999999999,806.0,580.0,60.0,-8822299022989772739,5981.429920000002,10919.907599999999
1163,8,2,774,576,10030.888,2920.8400000000006,7867.056000000002,774.0,576.0,142.0,-8822299023122588325,2763.4988800000006,7662.597200000002
1164,8,2,159,563,10799.655999999999,3174.9600000000005,8549.368,159.0,563.0,177.0,-8822299023123753374,3003.9726400000004,8327.1208
1166,8,2,424,590,5476.184000000002,5947.280000000001,11004.100000000002,424.0,590.0,341.0,-8822299023314821410,5727.198,10587.790400000002
1167,8,2,337,537,1393.0560000000003,1335.5599999999997,21218.652,337.0,537.0,247.0,-8822299023205306804,911.1869599999998,21125.1628
1168,8,2,250,561,5537.391999999999,6066.760000000001,11486.423999999997,250.0,561.0,76.0,-8822299023045695091,5837.031520000001,11061.750799999998
1169,8,2,543,559,5430.152000000001,6104.759999999998,11326.692,543.0,559.0,123.0,-8822299023060840728,5878.226159999998,10899.3588
1170,8,2,804,550,10033.071999999998,2960.8,7938.5920000000015,804.0,550.0,183.0,-8822299023130743668,2802.0281600000003,7731.336000000001
1171,8,2,744,549,5424.608,6090.839999999999,11299.492000000002,744.0,549.0,220.0,-8822299023176180579,5864.850159999999,10873.133200000002
1172,8,2,189,541,11051.544,3221.7599999999998,8801.58,189.0,541.0,253.0,-8822299023212297098,3045.7284,8576.0568
1173,8,2,544,539,10203.032,3021.440000000001,8304.228000000001,544.0,539.0,221.0,-8822299023175015530,2855.355440000001,8092.727200000001
1174,8,2,42,536,1274.728,1261.8000000000002,20173.627999999997,42.0,536.0,319.0,-8822299023289190332,858.3274400000003,20085.301999999996
1175,8,2,601,512,1414.4479999999996,1423.0800000000002,23569.480000000003,601.0,512.0,320.0,-8822299023329967047,951.6904000000001,23469.864400000002
1176,8,2,72,510,5212.536,5840.799999999999,10751.412,72.0,510.0,158.0,-8822299023103947541,5625.77176,10342.556
1177,8,2,832,608,10793.272,3132.72,8656.467999999999,832.0,608.0,145.0,-8822299023086471806,2959.59064,8437.177599999999
1178,8,2,189,510,10722.936000000002,3124.7599999999998,8369.644,189.0,510.0,78.0,-8822299023048025189,2957.36712,8150.910800000001
1180,8,2,773,606,10242.344000000001,2985.959999999999,8057.932000000001,773.0,606.0,296.0,-8822299023302005871,2824.801359999999,7848.9148000000005
1181,8,2,631,669,10306.688,2975.1600000000003,8154.0160000000005,631.0,669.0,16.0,-8822299022938510583,2812.0796800000003,7945.754800000001
1182,8,2,278,616,10402.391999999998,3029.68,8358.288000000002,278.0,616.0,139.0,-8822299023116763080,2862.51424,8146.210400000003
1183,8,2,41,686,4696.3279999999995,5106.88,9610.099999999999,41.0,686.0,181.0,-8822299023128413570,4914.678,9252.6184
1185,8,2,160,688,9993.256,2872.08,7848.560000000002,160.0,688.0,150.0,-8822299023094627149,2715.1088,7647.514400000002
1186,8,2,892,680,16137.576,6048.840000000001,5539.755999999999,892.0,680.0,324.0,-8822299023334627243,5938.044880000001,5116.337199999999
1187,8,2,453,671,5160.399999999999,5765.360000000001,10655.124000000002,453.0,671.0,306.0,-8822299023276374793,5552.25752,10251.548800000002
1188,8,2,338,670,5385.352,5928.440000000002,11068.836000000001,338.0,670.0,268.0,-8822299023269384499,5707.063280000002,10653.845200000002
1189,8,2,572,669,1211.9519999999998,1226.2000000000003,19664.375999999997,572.0,669.0,7.0,-8822299022962976612,832.9124800000004,19578.541999999998
1190,8,2,157,669,1338.512,1300.44,20497.036,157.0,669.0,150.0,-8822299023094627149,890.49928,20406.0052
1191,8,2,306,666,11424.616000000002,3315.04,9147.224,306.0,666.0,132.0,-8822299023110937835,3132.09552,8915.1712
1194,8,2,776,656,230.38400000000001,17937.56,21566.676,776.0,656.0,62.0,-8822299022992102837,17506.22648,20311.0468
1195,8,2,426,643,1456.056,1442.4399999999998,23337.260000000006,426.0,643.0,61.0,-8822299022988607690,975.6947999999998,23236.289200000007
1196,8,2,456,640,1337.672,1309.0,20979.427999999996,456.0,640.0,323.0,-8822299023331132096,889.4114400000001,20887.797999999995
1197,8,2,336,640,11110.455999999996,3200.64,8881.684,336.0,640.0,325.0,-8822299023333462194,3023.00632,8657.6392
1198,8,2,278,639,10538.919999999998,3105.0,8620.767999999998,278.0,639.0,139.0,-8822299023116763080,2932.58464,8403.417999999998
1199,8,2,100,635,9376.024,2745.6399999999994,7492.92,100.0,635.0,70.0,-8822299023038704797,2595.7815999999993,7300.7252
1201,8,2,833,628,10126.536,2975.0,8082.276000000001,833.0,628.0,145.0,-8822299023086471806,2813.35448,7874.026000000001
1202,8,2,454,616,5192.263999999999,5717.24,10692.387999999999,454.0,616.0,323.0,-8822299023331132096,5503.39224,10292.181199999999
1203,8,2,336,616,4579.848,4969.84,9169.8,336.0,616.0,325.0,-8822299023333462194,4786.444,8821.911199999999
1204,8,2,11,508,1252.7759999999998,1204.5599999999997,19355.316000000003,11.0,508.0,79.0,-8822299023046860140,817.4536799999996,19270.9968
1205,8,2,457,332,1528.408,1458.9600000000003,22300.803999999996,457.0,332.0,332.0,-8822299023343947635,1012.9439200000004,22198.676799999997
1208,8,2,428,407,1494.3600000000001,1466.8799999999999,23121.428,428.0,407.0,214.0,-8822299023169190285,1004.4514399999998,23018.7464
1213,8,2,805,368,6089.272,6749.16,12515.876,805.0,368.0,179.0,-8822299023126083472,6498.84248,12043.4348
1215,8,2,576,361,11359.096000000001,3349.7599999999998,8909.428000000002,576.0,361.0,87.0,-8822299023018898964,3171.5714399999997,8674.944800000001
1216,8,2,369,355,10082.24,3044.6400000000003,7871.0,369.0,355.0,273.0,-8822299023235598078,2887.2200000000003,7657.8752
1218,8,2,925,341,4730.544,5448.319999999999,10077.600000000002,925.0,341.0,305.0,-8822299023272879646,5246.767999999999,9696.217600000002
1219,8,2,804,340,1342.656,1335.4799999999998,21818.615999999995,804.0,340.0,287.0,-8822299023251908764,899.1076799999998,21725.132399999995
1221,8,2,808,316,4856.487999999999,5354.2,9781.256000000001,808.0,316.0,287.0,-8822299023251908764,5158.57488,9406.462000000001
1222,8,2,576,309,11398.016000000003,3369.5200000000004,8851.627999999999,576.0,309.0,105.0,-8822299023077151414,3192.4874400000003,8615.761599999998
1223,8,2,603,305,11445.728,3369.32,8796.072,603.0,305.0,138.0,-8822299023117928129,3193.39856,8560.2196
1224,8,2,220,305,12503.567999999997,2693.8400000000006,5620.472000000001,220.0,305.0,97.0,-8822299023067831022,2581.4305600000007,5431.903200000001
1225,8,2,162,305,223.77599999999995,9470.24,10782.896,162.0,305.0,106.0,-8822299023080646561,9254.58208,10119.9792
1226,8,2,369,304,11879.224,3488.4400000000005,9161.708,369.0,304.0,143.0,-8822299023121423276,3305.2058400000005,8917.5172
1228,8,2,837,293,19717.711999999996,7396.879999999999,6805.304,837.0,293.0,271.0,-8822299023270549548,7260.77392,6287.5224
1229,8,2,188,691,10910.143999999998,3096.2000000000007,8540.664,188.0,691.0,260.0,-8822299023260064107,2925.386720000001,8323.93
1230,8,2,898,292,1203.9999999999998,1179.4399999999998,18849.26,898.0,292.0,353.0,-8822299023366083566,802.4547999999999,18766.6992
1231,8,2,544,409,16312.24,6164.16,5679.495999999999,544.0,409.0,178.0,-8822299023127248521,6050.5700799999995,5248.004799999999
1232,8,2,834,417,1343.1599999999999,1306.5200000000002,21493.847999999994,834.0,417.0,270.0,-8822299023271714597,876.6430400000004,21402.391599999995
1233,8,2,806,420,10767.792,3172.1600000000003,8613.016,806.0,420.0,263.0,-8822299023261229156,2999.8996800000004,8390.9648
1234,8,2,454,466,1446.032,1409.68,22567.772,454.0,466.0,126.0,-8822299023066665973,958.32456,22469.0944
1235,8,2,806,497,5564.608,6188.799999999999,11404.348000000002,806.0,497.0,188.0,-8822299023138899011,5960.71304,10971.132000000001
1236,8,2,366,486,5288.696,5863.96,10832.875999999998,366.0,486.0,231.0,-8822299023223947588,5647.30248,10422.398799999999
1237,8,2,575,486,5518.911999999999,6192.120000000001,11342.060000000001,575.0,486.0,116.0,-8822299023055015483,5965.278800000001,10908.611600000002
1238,8,2,454,485,5966.688,6573.799999999999,12230.887999999999,454.0,485.0,126.0,-8822299023066665973,6329.182239999999,11770.722
1240,8,2,160,484,10360.784,3103.6800000000003,8281.04,160.0,484.0,81.0,-8822299023011908670,2938.0592,8063.782400000001
1241,8,2,43,482,9741.759999999998,2874.32,7676.384,43.0,482.0,359.0,-8822299023373073860,2720.79232,7475.1816
1242,8,2,746,473,10753.231999999998,3183.9600000000005,8632.328,746.0,473.0,85.0,-8822299023016568866,3011.3134400000004,8409.450799999999
1244,8,2,42,458,5273.7440000000015,5820.200000000002,10642.543999999998,42.0,458.0,359.0,-8822299023373073860,5607.349120000002,10235.129999999997
1245,8,2,746,422,10681.160000000003,3084.5600000000004,8389.704,746.0,422.0,72.0,-8822299023041034895,2916.7659200000003,8173.784799999999
1247,8,2,745,442,5445.16,6217.88,11386.600000000002,745.0,442.0,72.0,-8822299023041034895,5990.148,10951.348400000003
1249,8,2,308,436,268.688,8965.360000000002,10567.812,308.0,436.0,156.0,-8822299023101617443,8754.003760000003,9940.236799999999
1251,8,2,249,435,284.0880000000001,8099.280000000001,9619.211999999998,249.0,435.0,22.0,-8822299022945500877,7906.89576,9052.262399999998
1252,8,2,70,436,9983.399999999998,2937.3999999999996,7856.312,70.0,436.0,154.0,-8822299023099287345,2780.2737599999996,7650.6939999999995
1255,8,2,631,690,10939.263999999997,3161.48,8745.207999999999,631.0,690.0,16.0,-8822299022938510583,2986.57584,8523.9044
1259,8,2,70,922,12700.632,4624.96,4431.492,70.0,922.0,310.0,-8822299023281034989,4536.33016,4107.7448
1261,8,2,128,919,12925.975999999995,4707.8,4505.544,128.0,919.0,45.0,-8822299023007248474,4617.68912,4175.998
1262,8,2,740,917,1159.7040000000002,1135.32,18406.784000000003,740.0,917.0,349.0,-8822299023324141802,767.1843199999998,18327.311600000005
1263,8,2,629,900,4592.336000000001,4806.200000000001,8882.295999999998,629.0,900.0,205.0,-8822299023193656314,4628.554080000001,8545.862
1265,8,2,512,900,4940.376,5299.999999999999,9814.984,512.0,900.0,115.0,-8822299023051520336,5103.700319999999,9443.984
1268,8,2,276,898,1209.544,1189.5200000000002,18298.8,276.0,898.0,327.0,-8822299023335792292,823.5440000000002,18215.5336
1270,8,2,804,895,14203.168000000001,5042.4400000000005,4799.371999999999,804.0,895.0,160.0,-8822299023143559207,4946.452560000001,4446.401199999999
1272,8,2,773,890,1077.048,1068.36,17164.559999999998,773.0,890.0,333.0,-8822299023342782586,725.0688,17089.7748
1273,8,2,276,876,5009.592,5375.64,9978.795999999998,276.0,876.0,327.0,-8822299023335792292,5176.06408,9602.501199999999
1277,8,2,364,872,9931.207999999999,2807.0,7659.044,364.0,872.0,326.0,-8822299023336957341,2653.81912,7462.554
1278,8,2,834,922,12364.688,4336.2,4154.392,834.0,922.0,171.0,-8822299023154044648,4253.11216,3850.8579999999997
1280,8,2,572,693,1247.0639999999999,1246.7199999999998,20235.984,572.0,693.0,7.0,-8822299022962976612,842.0003199999998,20148.7136
1282,8,2,606,282,5827.08,6470.079999999999,11710.688,606.0,282.0,138.0,-8822299023117928129,6235.866239999999,11257.7824
1283,8,2,800,970,15912.287999999993,2957.96,6853.992000000001,800.0,970.0,10.0,-8822299022968801857,2820.88016,6646.934800000001
1285,8,2,569,951,1107.7359999999999,1112.12,17420.444,569.0,951.0,163.0,-8822299023144724256,763.7111199999999,17342.5956
1287,8,2,862,950,11323.815999999999,4039.44,3828.5359999999996,862.0,950.0,290.0,-8822299023295015577,3962.86928,3545.7751999999996
1288,8,2,394,950,1152.984,1132.52,18027.548,394.0,950.0,298.0,-8822299023304335969,771.96904,17948.2716
1293,8,2,831,945,12068.952,4299.64,4017.235999999999,831.0,945.0,171.0,-8822299023154044648,4219.29528,3716.261199999999
1294,8,2,599,926,1174.3199999999997,1135.7600000000002,18478.796000000002,599.0,926.0,317.0,-8822299023286860234,766.1840800000002,18399.292800000003
1295,8,2,571,848,10007.2,2818.9200000000005,7682.027999999999,571.0,848.0,335.0,-8822299023345112684,2665.2794400000007,7484.703599999999
1296,8,2,512,847,9887.024,2839.4800000000005,7719.700000000001,512.0,847.0,151.0,-8822299023093462100,2685.0860000000002,7520.9364000000005
1298,8,2,335,848,5368.496000000001,5752.4800000000005,10741.688,335.0,848.0,195.0,-8822299023182005824,5537.64624,10339.0144
1299,8,2,100,772,16623.6,6071.16,5668.072,100.0,772.0,358.0,-8822299023374238909,5957.79856,5243.0908
1301,8,2,832,765,4565.232,5010.36,9121.928,832.0,765.0,57.0,-8822299022983947494,4827.92144,8771.2028
